ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS
6292082,F,Y,N,3,157500,Commercial associate,Higher education,Married,House / apartment,-14009,-2788,1,0,1,0,Sales staff,5
5995400,F,N,Y,0,162000,Pensioner,Higher education,Married,House / apartment,-20605,365243,1,0,0,0,NA,2
6722832,F,N,N,1,126000,Working,Higher education,Married,House / apartment,-10351,-1926,1,0,0,0,NA,3
6261724,F,N,Y,0,90000,Working,Secondary / secondary special,Civil marriage,House / apartment,-15746,-110,1,0,0,0,Laborers,2
5824041,M,Y,Y,2,225000,Working,Secondary / secondary special,Married,House / apartment,-11714,-140,1,0,0,0,Drivers,4
5739561,F,N,N,0,171000,Pensioner,Secondary / secondary special,Married,House / apartment,-20540,365243,1,0,0,0,NA,2
5549535,F,Y,Y,0,180000,Working,Secondary / secondary special,Separated,House / apartment,-21648,-2748,1,0,1,0,Laborers,1
5641938,M,Y,N,0,225000,Working,Secondary / secondary special,Single / not married,House / apartment,-10243,-393,1,0,0,0,Laborers,1
5876910,F,N,N,0,49500,Pensioner,Higher education,Civil marriage,House / apartment,-23214,365243,1,0,0,0,NA,2
5198128,F,N,Y,0,180000,Working,Higher education,Married,House / apartment,-20985,-1327,1,0,0,0,Managers,2
5631957,M,N,Y,0,90000,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-22348,365243,1,0,0,0,NA,2
6154409,F,Y,Y,0,675000,Commercial associate,Higher education,Single / not married,House / apartment,-12289,-1190,1,0,0,1,High skill tech staff,1
6485887,F,N,N,0,112500,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-9490,-600,1,0,0,0,Sales staff,1
5489841,F,N,Y,1,112500,Working,Secondary / secondary special,Married,House / apartment,-15443,-1073,1,0,0,0,Laborers,3
5536322,F,N,Y,1,247500,Commercial associate,Higher education,Married,House / apartment,-13167,-3824,1,0,0,0,NA,3
6351755,F,Y,Y,1,162000,Working,Secondary / secondary special,Civil marriage,House / apartment,-15369,-787,1,0,0,0,Sales staff,3
5541614,F,N,Y,0,81000,Working,Secondary / secondary special,Single / not married,House / apartment,-8303,-240,1,0,1,0,Accountants,1
6563691,F,N,N,0,225000,State servant,Higher education,Married,House / apartment,-16054,-6342,1,0,0,0,Core staff,2
5840877,F,N,Y,0,112500,Working,Higher education,Single / not married,House / apartment,-9729,-823,1,0,1,1,Accountants,1
5355500,M,N,N,1,180000,State servant,Higher education,Married,House / apartment,-16218,-7989,1,0,0,0,Core staff,3
6651767,M,Y,N,0,171000,Commercial associate,Higher education,Married,House / apartment,-16157,-7328,1,0,1,0,Managers,2
5315085,F,N,Y,0,405000,Working,Secondary / secondary special,Married,House / apartment,-22003,-6040,1,0,0,0,NA,2
5743386,F,Y,Y,0,157500,Commercial associate,Higher education,Single / not married,Co-op apartment,-9486,-1634,1,0,0,1,Accountants,1
6184603,F,N,Y,0,166500,Pensioner,Secondary / secondary special,Separated,House / apartment,-20507,365243,1,0,0,0,NA,1
6472663,M,N,Y,0,135000,Working,Higher education,Single / not married,House / apartment,-9415,-875,1,0,0,0,NA,1
5976578,M,Y,Y,1,112500,Working,Secondary / secondary special,Married,With parents,-12296,-1202,1,1,1,0,Realty agents,3
6687971,F,N,Y,0,99000,Pensioner,Secondary / secondary special,Married,House / apartment,-21756,365243,1,0,1,0,NA,2
5857572,F,Y,N,0,270000,Working,Higher education,Married,House / apartment,-11453,-1723,1,0,1,0,Core staff,2
5761214,M,N,N,1,180000,Working,Secondary / secondary special,Married,House / apartment,-18003,-2347,1,0,0,0,Laborers,3
6651699,F,Y,N,0,270000,Commercial associate,Secondary / secondary special,Married,House / apartment,-18723,-845,1,1,1,0,Managers,2
6074639,F,N,Y,0,72000,Pensioner,Secondary / secondary special,Married,House / apartment,-23626,365243,1,0,0,0,NA,2
6104541,F,Y,Y,0,112500,Working,Secondary / secondary special,Married,House / apartment,-17906,-2479,1,0,0,1,Laborers,2
6123716,M,N,Y,1,180000,Working,Secondary / secondary special,Married,House / apartment,-12007,-4409,1,0,0,0,NA,3
5282828,F,N,Y,0,76500,Working,Secondary / secondary special,Separated,House / apartment,-18104,-2220,1,1,0,0,Laborers,1
5322466,M,N,Y,0,90000,Working,Secondary / secondary special,Single / not married,House / apartment,-14969,-4609,1,0,1,0,Laborers,1
5408821,F,Y,N,0,157500,Commercial associate,Secondary / secondary special,Married,House / apartment,-17408,-664,1,0,0,0,Sales staff,2
6469402,F,N,Y,2,135000,Working,Secondary / secondary special,Married,House / apartment,-17041,-1331,1,0,0,0,Core staff,4
5945745,F,N,Y,0,121500,Working,Secondary / secondary special,Married,House / apartment,-18612,-1494,1,0,0,0,Cleaning staff,2
5731327,M,Y,N,2,157500,Working,Incomplete higher,Civil marriage,House / apartment,-14249,-773,1,0,0,0,Managers,4
6161590,F,N,Y,0,270000,Pensioner,Secondary / secondary special,Married,Municipal apartment,-18706,365243,1,0,0,0,NA,2
6192455,F,N,N,0,49500,Pensioner,Secondary / secondary special,Married,House / apartment,-21051,365243,1,0,1,0,NA,2
6209183,F,N,Y,0,180000,Working,Secondary / secondary special,Married,House / apartment,-17484,-1416,1,0,0,0,Cooking staff,2
6362211,F,N,N,0,270000,Working,Secondary / secondary special,Married,House / apartment,-14560,-5903,1,1,1,0,Accountants,2
6127474,F,N,Y,0,274500,Working,Secondary / secondary special,Married,House / apartment,-19554,-260,1,1,0,0,Core staff,2
5242392,F,Y,Y,0,157500,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-20608,365243,1,0,0,0,NA,2
5500153,F,N,N,0,128250,Pensioner,Higher education,Married,House / apartment,-21351,365243,1,0,0,0,NA,2
6336422,F,N,Y,1,216000,Working,Secondary / secondary special,Civil marriage,House / apartment,-12458,-1641,1,1,0,0,Core staff,3
5876225,F,Y,Y,0,180000,State servant,Higher education,Married,House / apartment,-17101,-2733,1,0,1,0,Core staff,2
6091786,M,Y,N,0,540000,State servant,Secondary / secondary special,Married,House / apartment,-10847,-3069,1,0,0,0,High skill tech staff,2
6367376,F,N,Y,0,112500,Pensioner,Secondary / secondary special,Widow,House / apartment,-19898,365243,1,0,0,0,NA,1
5890113,F,N,Y,1,90000,Working,Secondary / secondary special,Married,House / apartment,-14838,-2306,1,0,0,0,Laborers,3
6618312,F,N,Y,0,225000,Working,Secondary / secondary special,Married,House / apartment,-15728,-1037,1,0,1,0,Accountants,2
6743851,M,Y,Y,2,270000,Working,Lower secondary,Married,House / apartment,-15479,-433,1,0,0,1,Drivers,4
6082362,F,N,N,1,157500,Commercial associate,Higher education,Married,With parents,-12078,-664,1,0,1,1,Accountants,3
6551030,F,N,N,0,225000,Working,Higher education,Married,House / apartment,-15358,-4314,1,0,0,0,Sales staff,2
5945524,F,Y,N,0,135000,Working,Secondary / secondary special,Single / not married,Co-op apartment,-15198,-3991,1,0,0,0,Sales staff,1
5632334,F,N,N,0,112500,Commercial associate,Secondary / secondary special,Married,House / apartment,-16629,-515,1,0,0,0,High skill tech staff,2
6372282,F,Y,Y,2,157500,Working,Higher education,Married,House / apartment,-10135,-241,1,1,0,0,Core staff,4
5742957,F,Y,Y,0,202500,Working,Academic degree,Married,House / apartment,-20112,-3340,1,0,0,1,Core staff,2
6658377,F,N,Y,0,157500,Working,Secondary / secondary special,Single / not married,House / apartment,-17066,-201,1,0,0,1,Core staff,1
6046968,M,N,N,0,270000,Working,Secondary / secondary special,Married,House / apartment,-15402,-1432,1,0,1,0,Managers,2
6090856,M,N,Y,0,180000,Working,Secondary / secondary special,Civil marriage,House / apartment,-12613,-1490,1,0,0,0,Low-skill Laborers,2
5343889,M,Y,Y,0,270000,Commercial associate,Incomplete higher,Married,House / apartment,-10820,-398,1,1,1,0,Managers,2
6754646,F,N,Y,0,126000,Working,Secondary / secondary special,Single / not married,House / apartment,-15561,-1377,1,0,0,0,Sales staff,1
6477277,M,Y,Y,1,180000,Commercial associate,Higher education,Married,House / apartment,-13561,-642,1,1,1,0,Managers,3
5502169,M,Y,N,0,157500,Working,Secondary / secondary special,Married,Municipal apartment,-11665,-1437,1,1,1,0,Drivers,2
6820979,M,Y,Y,0,247500,Commercial associate,Secondary / secondary special,Married,House / apartment,-15134,-1274,1,0,0,0,Drivers,2
5703443,F,Y,Y,2,315000,Commercial associate,Secondary / secondary special,Married,House / apartment,-12767,-2901,1,0,1,0,NA,4
5994967,F,Y,Y,0,315000,Commercial associate,Higher education,Separated,With parents,-11383,-151,1,0,1,0,NA,1
5258688,F,N,Y,0,99000,Working,Higher education,Married,House / apartment,-11835,-4150,1,1,0,0,Accountants,2
5343307,F,N,Y,0,81000,Working,Secondary / secondary special,Widow,House / apartment,-18549,-2638,1,0,0,0,NA,1
5680730,F,N,Y,0,67500,Commercial associate,Secondary / secondary special,Married,House / apartment,-17721,-7699,1,1,1,0,Accountants,2
5823554,M,N,Y,0,135000,Pensioner,Higher education,Married,Municipal apartment,-18634,365243,1,0,0,0,NA,2
6223399,F,Y,Y,0,315000,Commercial associate,Higher education,Civil marriage,House / apartment,-15980,-417,1,0,0,1,NA,2
6210711,M,N,Y,1,180000,Working,Higher education,Civil marriage,House / apartment,-9877,-264,1,0,0,0,Core staff,3
5760568,M,Y,Y,0,225000,Working,Secondary / secondary special,Single / not married,House / apartment,-16602,-644,1,0,0,1,Managers,1
5224390,F,N,Y,0,81000,Pensioner,Incomplete higher,Married,House / apartment,-24344,365243,1,0,1,0,NA,2
5258600,F,N,Y,0,270000,Commercial associate,Higher education,Single / not married,House / apartment,-11691,-3115,1,0,0,0,Managers,1
5489523,F,N,Y,0,202500,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-21594,365243,1,0,0,0,NA,2
5998723,M,Y,Y,0,90000,Commercial associate,Higher education,Married,House / apartment,-20415,-308,1,0,0,0,Security staff,2
6163067,F,N,N,0,135000,Commercial associate,Lower secondary,Separated,House / apartment,-14393,-3270,1,1,1,0,Cleaning staff,1
6603261,F,N,N,0,135000,Working,Secondary / secondary special,Married,House / apartment,-10219,-3081,1,0,0,0,Laborers,2
6107212,M,Y,Y,0,180000,Working,Secondary / secondary special,Married,House / apartment,-10404,-326,1,0,0,0,Drivers,2
6304178,F,Y,Y,1,292500,State servant,Higher education,Married,House / apartment,-11622,-824,1,0,1,0,Core staff,3
6744191,F,N,Y,0,225000,Commercial associate,Higher education,Single / not married,House / apartment,-21203,-5881,1,0,0,1,Medicine staff,1
5438742,F,Y,N,0,94500,State servant,Higher education,Civil marriage,Office apartment,-10764,-481,1,0,0,0,Core staff,2
5891555,F,Y,Y,0,112500,Pensioner,Secondary / secondary special,Separated,House / apartment,-20466,365243,1,0,0,0,NA,1
6107324,F,N,Y,0,157500,Working,Secondary / secondary special,Widow,House / apartment,-18315,-10096,1,0,1,0,Core staff,1
6111675,M,N,N,0,315000,Working,Incomplete higher,Married,House / apartment,-15819,-4751,1,0,0,0,Sales staff,2
5841261,F,N,N,0,175500,Working,Secondary / secondary special,Married,House / apartment,-14840,-3776,1,1,0,0,NA,2
5564465,M,N,Y,1,180000,Working,Higher education,Married,House / apartment,-23105,-3840,1,0,0,0,NA,3
5679709,F,N,Y,0,202500,Pensioner,Higher education,Married,House / apartment,-21513,365243,1,0,0,0,NA,2
5636121,F,N,N,2,157500,Working,Secondary / secondary special,Married,House / apartment,-13458,-1519,1,0,0,0,Sales staff,4
6625258,F,Y,N,0,315000,State servant,Secondary / secondary special,Single / not married,Municipal apartment,-21301,-12661,1,0,0,0,Medicine staff,1
6786175,F,N,N,1,135000,Working,Secondary / secondary special,Single / not married,House / apartment,-15107,-1458,1,0,0,0,Cleaning staff,2
5923453,M,Y,Y,1,225000,Working,Secondary / secondary special,Married,House / apartment,-14762,-2369,1,0,0,0,Laborers,3
6144519,M,Y,N,0,180000,Working,Secondary / secondary special,Married,House / apartment,-21850,-2835,1,0,0,0,Laborers,2
5454434,F,N,N,2,27000,Working,Secondary / secondary special,Married,House / apartment,-9984,-920,1,1,0,0,Cleaning staff,4
5852766,F,N,N,0,225000,Pensioner,Secondary / secondary special,Widow,House / apartment,-19315,365243,1,0,0,0,NA,1
6078833,M,N,Y,1,517500,Commercial associate,Higher education,Married,House / apartment,-13961,-5252,1,0,0,1,Managers,3
5268293,M,N,Y,0,135000,Working,Higher education,Married,House / apartment,-12453,-651,1,1,1,0,Drivers,2
6036288,M,Y,Y,0,180000,Working,Higher education,Married,House / apartment,-9540,-411,1,0,0,0,Laborers,2
5998684,M,Y,N,0,225000,State servant,Higher education,Married,House / apartment,-15477,-125,1,0,0,0,Managers,2
5454547,F,N,N,0,135000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-18749,-675,1,0,0,0,Managers,1
6465293,F,N,Y,0,450000,Commercial associate,Higher education,Married,House / apartment,-15556,-1204,1,0,0,0,NA,2
6087220,M,N,Y,0,238500,Working,Secondary / secondary special,Civil marriage,House / apartment,-15541,-418,1,0,1,0,Laborers,2
5907610,F,Y,Y,0,72000,State servant,Secondary / secondary special,Married,House / apartment,-18858,-422,1,0,0,0,Cleaning staff,2
6743318,F,Y,Y,0,225000,State servant,Higher education,Married,House / apartment,-9849,-2016,1,0,0,1,Core staff,2
6340050,M,Y,N,0,270000,Commercial associate,Secondary / secondary special,Married,House / apartment,-13360,-1629,1,1,0,0,Cooking staff,2
6618209,M,N,N,2,270000,Working,Secondary / secondary special,Married,House / apartment,-15127,-2956,1,0,0,0,Laborers,4
5822930,F,N,N,0,67500,Working,Secondary / secondary special,Married,House / apartment,-14836,-111,1,1,1,0,NA,2
6128335,F,N,Y,0,112500,Pensioner,Secondary / secondary special,Widow,House / apartment,-22950,365243,1,0,0,0,NA,1
5518647,F,N,Y,0,225000,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-20514,365243,1,0,0,0,NA,1
5439810,M,Y,Y,2,157500,Working,Incomplete higher,Married,House / apartment,-11632,-573,1,0,0,0,Drivers,4
5892202,F,N,N,0,135000,Pensioner,Secondary / secondary special,Married,House / apartment,-21770,365243,1,0,1,0,NA,2
6652080,M,N,Y,2,270000,Working,Higher education,Married,House / apartment,-14295,-4559,1,1,0,0,Drivers,4
5999798,F,N,Y,0,112500,Working,Secondary / secondary special,Married,House / apartment,-20078,-2341,1,0,0,0,Sales staff,2
6161345,M,N,N,0,90000,Working,Secondary / secondary special,Civil marriage,House / apartment,-15908,-130,1,0,0,1,Drivers,2
5981896,M,Y,N,0,216000,Working,Secondary / secondary special,Married,House / apartment,-17186,-7930,1,0,0,0,Laborers,2
5350160,F,N,N,1,121500,Working,Secondary / secondary special,Married,House / apartment,-13571,-2278,1,0,0,0,Managers,3
5702784,F,N,N,0,157500,Working,Secondary / secondary special,Separated,House / apartment,-18835,-3662,1,1,1,0,NA,1
5408534,M,Y,N,0,292500,Commercial associate,Secondary / secondary special,Married,House / apartment,-19037,-4289,1,0,0,0,High skill tech staff,2
5981548,F,N,Y,0,112500,Pensioner,Secondary / secondary special,Widow,House / apartment,-22639,365243,1,0,0,0,NA,1
5729961,F,N,N,0,112500,Working,Secondary / secondary special,Married,With parents,-18118,-2471,1,1,0,1,NA,2
6807368,F,Y,Y,0,76500,Working,Secondary / secondary special,Married,Municipal apartment,-21569,-5482,1,1,1,0,Security staff,2
5787932,M,Y,N,0,202500,Working,Secondary / secondary special,Single / not married,House / apartment,-10433,-1555,1,0,0,0,NA,1
6242557,F,N,Y,0,225000,Working,Secondary / secondary special,Civil marriage,Municipal apartment,-15537,-3039,1,0,0,0,NA,2
6013942,F,N,N,0,126000,Working,Secondary / secondary special,Civil marriage,House / apartment,-18565,-890,1,0,0,0,Laborers,2
6241950,F,N,Y,1,76500,Working,Secondary / secondary special,Separated,House / apartment,-13258,-2858,1,1,0,0,Accountants,2
5197565,M,Y,Y,2,202500,Working,Secondary / secondary special,Married,House / apartment,-11600,-751,1,1,0,0,NA,4
5417189,M,Y,N,0,157500,Working,Secondary / secondary special,Married,House / apartment,-21027,-1064,1,0,0,0,Drivers,2
5624947,F,Y,N,0,180000,Working,Higher education,Married,House / apartment,-14806,-3373,1,0,1,0,Accountants,2
5727901,M,N,Y,1,112500,Working,Higher education,Married,House / apartment,-12096,-1254,1,0,1,1,Drivers,3
6730875,F,N,N,0,90000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-12045,-1884,1,0,1,0,NA,1
6259201,F,Y,N,0,135000,Working,Incomplete higher,Married,With parents,-8419,-1009,1,1,1,0,Laborers,2
6147317,F,N,Y,1,247500,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-20670,-377,1,0,0,0,High skill tech staff,2
5995680,F,N,Y,0,67500,Working,Secondary / secondary special,Married,House / apartment,-17106,-5340,1,1,1,0,Laborers,2
6492021,F,Y,N,0,135000,Working,Secondary / secondary special,Married,House / apartment,-18330,-2730,1,0,0,0,NA,2
6170410,M,Y,Y,1,202500,Commercial associate,Higher education,Married,House / apartment,-12574,-1779,1,1,0,0,Sales staff,3
5987838,M,Y,N,1,315000,Working,Secondary / secondary special,Married,With parents,-11285,-1814,1,1,0,1,Drivers,3
6661204,M,Y,Y,1,342000,Commercial associate,Higher education,Married,House / apartment,-13473,-1245,1,0,0,0,Managers,3
6143856,F,Y,Y,2,135000,Working,Secondary / secondary special,Married,House / apartment,-14697,-3821,1,1,1,0,Private service staff,4
5730719,F,Y,N,0,180000,Commercial associate,Secondary / secondary special,Single / not married,With parents,-8591,-675,1,1,0,0,Core staff,1
5852374,M,N,Y,0,202500,Working,Secondary / secondary special,Married,House / apartment,-20651,-2275,1,0,0,0,NA,2
5852764,F,N,Y,1,45000,Working,Secondary / secondary special,Married,House / apartment,-10077,-419,1,1,0,0,Cooking staff,3
6207498,M,Y,Y,0,90000,Working,Secondary / secondary special,Single / not married,House / apartment,-8648,-329,1,0,0,0,Laborers,1
6014211,F,N,Y,1,112500,Working,Secondary / secondary special,Married,House / apartment,-15640,-2724,1,1,1,0,Cooking staff,3
6014852,M,Y,Y,2,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,-15364,-3259,1,0,0,0,Laborers,4
5680772,F,N,Y,0,112500,Commercial associate,Secondary / secondary special,Married,House / apartment,-16486,-1638,1,0,1,1,Laborers,2
6709620,F,N,Y,1,90000,Working,Secondary / secondary special,Married,House / apartment,-10956,-3085,1,0,0,0,Laborers,3
5565557,M,Y,Y,0,360000,Commercial associate,Higher education,Single / not married,House / apartment,-18433,-942,1,0,0,0,Managers,1
5400750,F,Y,Y,2,112500,Working,Secondary / secondary special,Married,House / apartment,-12275,-2348,1,0,0,0,Private service staff,4
6230377,F,Y,Y,0,300379.5,Commercial associate,Higher education,Single / not married,Rented apartment,-8348,-187,1,1,0,0,Sales staff,1
6641479,F,N,Y,0,175500,Working,Secondary / secondary special,Married,House / apartment,-15657,-8900,1,0,0,0,Medicine staff,2
6064380,F,N,Y,1,67500,State servant,Secondary / secondary special,Married,House / apartment,-13654,-683,1,0,0,0,Waiters/barmen staff,3
6698131,F,N,Y,1,135000,Working,Secondary / secondary special,Married,House / apartment,-12616,-4884,1,0,0,0,High skill tech staff,3
5969915,F,N,Y,1,180000,Working,Secondary / secondary special,Married,House / apartment,-14934,-4873,1,1,1,0,High skill tech staff,3
5197344,M,Y,Y,0,360000,Commercial associate,Higher education,Married,House / apartment,-10266,-507,1,0,0,0,Managers,2
6090609,M,N,N,0,112500,Working,Incomplete higher,Married,Municipal apartment,-11010,-3102,1,0,0,0,Core staff,2
5690190,M,N,Y,0,63000,Pensioner,Secondary / secondary special,Married,House / apartment,-23284,365243,1,0,0,0,NA,2
5918591,F,N,Y,1,225000,Working,Higher education,Civil marriage,House / apartment,-13997,-4656,1,0,0,1,Sales staff,3
5791608,F,Y,Y,0,225000,Commercial associate,Secondary / secondary special,Married,Rented apartment,-21850,-371,1,0,0,0,Drivers,2
5852716,F,N,Y,0,108000,Pensioner,Secondary / secondary special,Widow,House / apartment,-21286,365243,1,0,0,0,NA,1
6798417,F,N,Y,0,126000,Pensioner,Secondary / secondary special,Married,House / apartment,-20547,365243,1,0,0,0,NA,2
5797016,M,Y,Y,1,112500,Working,Secondary / secondary special,Married,House / apartment,-14588,-7815,1,0,0,0,Laborers,3
6050493,F,Y,Y,0,270000,Commercial associate,Secondary / secondary special,Married,House / apartment,-18939,-2096,1,0,0,0,Managers,2
6080164,F,Y,Y,0,135000,Working,Higher education,Married,House / apartment,-10080,-2969,1,0,0,0,Laborers,2
5858772,M,Y,Y,0,445500,Working,Higher education,Married,House / apartment,-12319,-2155,1,0,0,0,Managers,2
6806113,F,N,N,1,247500,State servant,Higher education,Married,House / apartment,-12184,-4508,1,0,0,0,Core staff,3
5429008,F,N,N,0,202500,Working,Secondary / secondary special,Married,House / apartment,-12428,-2332,1,0,1,0,Sales staff,2
6241473,F,N,Y,0,135000,Pensioner,Secondary / secondary special,Married,House / apartment,-21348,365243,1,0,0,1,NA,2
6415155,F,Y,N,1,112500,Working,Secondary / secondary special,Married,House / apartment,-13317,-1936,1,0,0,0,Core staff,3
5824744,F,N,Y,1,90000,Working,Secondary / secondary special,Married,House / apartment,-10772,-298,1,0,0,0,Sales staff,3
6799278,F,N,Y,0,256500,Pensioner,Higher education,Widow,House / apartment,-23614,365243,1,0,1,0,NA,1
5995462,F,N,Y,0,90000,Working,Secondary / secondary special,Married,House / apartment,-21966,-3816,1,0,0,0,NA,2
5969729,F,Y,Y,0,108000,Working,Lower secondary,Married,House / apartment,-20107,-2379,1,0,1,0,NA,2
5796239,M,N,Y,0,225000,Commercial associate,Incomplete higher,Married,House / apartment,-10079,-1667,1,0,1,0,Managers,2
6211407,M,Y,Y,1,225000,Working,Incomplete higher,Married,House / apartment,-17046,-2610,1,0,0,1,NA,3
5971724,M,N,Y,1,270000,Working,Secondary / secondary special,Married,House / apartment,-10452,-1060,1,0,0,0,Laborers,3
5632800,F,Y,Y,0,202500,Commercial associate,Higher education,Married,House / apartment,-22470,-14000,1,0,0,0,Core staff,2
5290682,F,N,Y,0,225000,Working,Secondary / secondary special,Married,House / apartment,-19914,-3408,1,0,1,0,Laborers,2
6262629,M,N,N,0,198000,Working,Secondary / secondary special,Married,House / apartment,-20190,-1484,1,0,1,0,Security staff,2
5384814,M,N,N,0,225000,Commercial associate,Incomplete higher,Single / not married,Co-op apartment,-10203,-1371,1,0,0,0,High skill tech staff,1
6309997,M,Y,Y,1,360000,Working,Secondary / secondary special,Married,House / apartment,-19796,-5356,1,0,0,0,Laborers,3
6484410,M,Y,Y,1,135000,Commercial associate,Higher education,Married,House / apartment,-13181,-1435,1,0,0,0,Laborers,3
5738916,F,Y,Y,0,180000,Working,Secondary / secondary special,Single / not married,House / apartment,-19345,-6034,1,0,0,0,Laborers,1
5993562,M,Y,Y,0,220500,Working,Higher education,Civil marriage,House / apartment,-16743,-5410,1,1,1,1,Laborers,2
6212982,F,N,N,1,126000,Working,Secondary / secondary special,Married,House / apartment,-13177,-443,1,1,0,0,Sales staff,3
6800556,F,N,Y,0,157500,State servant,Secondary / secondary special,Single / not married,House / apartment,-10896,-3351,1,0,0,0,Core staff,1
5923080,F,N,Y,0,103500,Pensioner,Secondary / secondary special,Married,House / apartment,-21616,365243,1,0,0,0,NA,2
6577167,M,N,Y,0,117000,Working,Secondary / secondary special,Single / not married,House / apartment,-9576,-155,1,1,0,1,Drivers,1
5839271,F,N,N,0,202500,Pensioner,Lower secondary,Married,House / apartment,-22787,365243,1,0,0,0,NA,2
5529476,M,N,Y,1,83250,Pensioner,Secondary / secondary special,Married,House / apartment,-22886,365243,1,0,0,0,NA,3
5417240,F,N,Y,0,76500,Pensioner,Secondary / secondary special,Widow,House / apartment,-22275,365243,1,0,1,0,NA,1
5927638,F,N,N,0,112500,Working,Secondary / secondary special,Married,House / apartment,-16149,-898,1,1,1,0,Laborers,2
5224008,M,Y,Y,0,180000,Working,Secondary / secondary special,Married,House / apartment,-17936,-490,1,1,0,0,Sales staff,2
5289837,F,Y,N,0,180000,Working,Secondary / secondary special,Married,Rented apartment,-16282,-863,1,1,0,0,Sales staff,2
6109706,F,N,N,0,45000,Pensioner,Secondary / secondary special,Married,House / apartment,-23053,365243,1,0,1,0,NA,2
5776536,M,Y,Y,0,270000,Commercial associate,Higher education,Single / not married,With parents,-10094,-1626,1,0,1,0,Managers,1
5707142,M,Y,Y,0,225000,Working,Higher education,Married,House / apartment,-15018,-4083,1,0,0,0,Drivers,2
6124493,F,N,Y,0,202500,Commercial associate,Secondary / secondary special,Married,House / apartment,-23419,-391,1,0,0,0,NA,2
5993043,M,Y,Y,0,202500,Working,Secondary / secondary special,Civil marriage,House / apartment,-15704,-1104,1,0,0,0,Drivers,2
5731436,M,Y,N,2,180000,State servant,Secondary / secondary special,Civil marriage,House / apartment,-12693,-1894,1,1,0,0,Laborers,4
5579431,M,Y,Y,0,202500,Pensioner,Secondary / secondary special,Married,House / apartment,-22166,365243,1,0,0,0,NA,2
6727999,F,N,Y,2,67500,Working,Secondary / secondary special,Married,House / apartment,-10171,-1756,1,1,0,0,Core staff,4
5509595,M,N,N,0,157500,Working,Secondary / secondary special,Married,House / apartment,-17886,-2585,1,0,0,0,Security staff,2
5743747,F,N,Y,1,99000,Working,Secondary / secondary special,Married,House / apartment,-12969,-5166,1,0,0,0,Laborers,3
6162858,M,Y,Y,1,135000,Working,Secondary / secondary special,Married,House / apartment,-13017,-771,1,0,0,0,Drivers,3
5626555,M,Y,Y,0,193500,Commercial associate,Higher education,Single / not married,House / apartment,-8722,-1078,1,0,1,1,Sales staff,1
6022599,M,Y,Y,0,202500,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-15270,-1646,1,0,0,0,Drivers,2
5898399,M,N,N,0,180000,Pensioner,Secondary / secondary special,Separated,House / apartment,-21548,365243,1,0,0,0,NA,1
5627434,F,N,N,0,225000,Commercial associate,Secondary / secondary special,Widow,House / apartment,-22245,-8953,1,0,1,1,Laborers,1
6753392,F,N,Y,0,189000,Working,Secondary / secondary special,Married,Co-op apartment,-18165,-2291,1,0,0,0,Sales staff,2
6131486,F,Y,Y,1,292500,State servant,Higher education,Single / not married,House / apartment,-11068,-1662,1,0,0,0,Core staff,2
5677964,F,N,Y,1,180000,State servant,Secondary / secondary special,Married,House / apartment,-14175,-2772,1,0,0,0,Core staff,3
5868578,M,N,Y,0,202500,Pensioner,Secondary / secondary special,Widow,House / apartment,-20679,365243,1,0,0,1,NA,1
6594747,F,N,N,0,103500,Working,Higher education,Married,House / apartment,-13725,-2856,1,0,0,0,Accountants,2
5761830,F,Y,N,0,112500,Pensioner,Secondary / secondary special,Widow,House / apartment,-21156,365243,1,0,1,0,NA,1
5957260,M,Y,Y,0,225000,Commercial associate,Secondary / secondary special,Married,House / apartment,-17737,-1889,1,0,0,1,Laborers,2
5270487,M,Y,N,1,225000,Working,Secondary / secondary special,Married,House / apartment,-14618,-3444,1,1,1,0,NA,3
5703821,F,Y,Y,1,126000,Commercial associate,Higher education,Widow,House / apartment,-17893,-222,1,0,0,0,Laborers,2
6174716,F,Y,N,0,112500,Pensioner,Secondary / secondary special,Separated,House / apartment,-22553,365243,1,0,0,0,NA,1
6620561,F,N,Y,0,99000,Working,Lower secondary,Widow,House / apartment,-22955,-5249,1,1,1,0,Cleaning staff,1
6448232,F,Y,Y,1,252000,Working,Higher education,Single / not married,House / apartment,-12891,-1794,1,0,0,0,NA,2
